operation_date;purpose;amount
28.07.2025;РАХ-ФАКТ 3700130156  ВIД 25.07.25 ЗА ВОДУ.  У СУМI 500.00 ГРН.. ПДВ - 20 % 100.00 ГРН.;600.00
25.07.2025;Повернення грошових  коштів за невідвантажену металопродукцію  дог. 35  від 13.02.24. У сумi 1437.50 грн.. ПДВ - 20 % 287.50 грн.;1725.00
25.07.2025;101 ЄСВ  22 %  вiдпускнi за липень-серпень 2025р.;6317.29
25.07.2025;101 вiйськовий збiр вiдпускнi  за липень-серпень 2025р.;1435.75
25.07.2025;101 ПДФО  вiдпускнi  за  липень-серпень 2025р.;2270.19
25.07.2025;101 ПДФО  відпускні  за липень-серпень 2025р.;2898.50
24.07.2025;РАХ 1/24-07 ВIД 24.07.25 за  даталі. У сумi 15300.00 грн.. ПДВ - 20 % 3060.00 грн.;18360.00
24.07.2025;Оплата згiдно  ДОГ. № 2/Тр  вiд 27.03.23 р.  за труби У сумi 458333.33 грн.. ПДВ - 20 % 91666.67 грн.;550000.00
23.07.2025;Оплата згiдно  ДОГ. № 2/Тр  вiд 27.03.23 р.  за труби У сумi 41666.67 грн.. ПДВ - 20 % 8333.33 грн.;50000.00
23.07.2025;Повернення   коштів зг. листа №723 від 23.07.2025. У сумi 8915.83 грн.. ПДВ - 20 % 1783.17 грн.;10699.00
22.07.2025;Повернення грошових  коштів за невідвантажену металопродукцію  дог.71 від 03.01.14 У сумi 4527.17 грн.. ПДВ - 20 % 905.43 грн.;5432.60
22.07.2025;Повернення грошових  коштів за невідвантажену металопродукцію  дог.96  від 10.04.25 У сумi 6258.33 грн.. ПДВ - 20 % 1251.67 грн.;7510.00
22.07.2025;РАХУНОК № 1339/0725/1 ВIД 21.07.2025;2136.38
22.07.2025;рах 8811 від 02.07.25 за розподіл газу. У сумi 828.27 грн.. ПДВ - 20 % 165.65 грн.;993.92
22.07.2025;РАХ 07/1324 ВIД 23.06.25 ЗА ТЕХ.ОБСЛУГ. ГАЗОПРОВОДIВ.  У сумi 925.15 грн.. ПДВ - 20 % 185.03 грн.;1110.18
22.07.2025;РАХ 07/1323 ВIД 23.06.25 ЗА ТЕХ.ОБСЛУГ. ГАЗОПРОВОДIВ.  У сумi 349.49 грн.. ПДВ - 20 % 69.90 грн.;419.39
22.07.2025;101 ПДФО  із заробітної плати за першу половину липня 2025р.;71562.91
22.07.2025;101 ПДФО  із заробітної плати за першу половину липня 2025р.;125646.19
22.07.2025;101 вiйськовий збiр  із заробітної плати за першу половину липня 2025р.;55411.63
22.07.2025;101 ЄСВ 22%  із заробітної плати за першу половину липня 2025р.;240203.22
22.07.2025;101 ЄСВ  8.41%  із заробітної плати за першу половину липня 2025р.;1379.20
22.07.2025;101 ПДФО iз заробiтної плати за першу половину липня 2025р.;2272.70
22.07.2025;Оплата по дог №7 от 11.11.15 г. за металлопродукцию. У сумi 5000.00 грн.. ПДВ - 20 % 1000.00 грн.;6000.00
21.07.2025;Оплата за оренду по дог. №1-А от 01.04.2017. У сумi 165000.00 грн.. ПДВ - 20 % 33000.00 грн.;198000.00
21.07.2025;ОПЛАТА ЗА КАБЕЛЬ ЖИВЛЕННЯ ЗГ.РАХ.№372 ВIД 21.07.2025Р. У сумi 1000.00 грн.. ПДВ - 20 % 200.00 грн.;1200.00
21.07.2025;Повернення  грошових коштів за невідвантажену металопродукцію зг.листа №1пк/07-25 від 17.07.2025р.У сумi 42483.33 грн.. ПДВ - 20 % 8496.67 грн.;50980.00
21.07.2025;Повернення грошових коштів за невідвантажену металопродукцію зг.листа 825 від 19.06.2025. У сумi 523.33 грн.. ПДВ - 20 % 104.67 грн.;628.00
21.07.2025;Повернення грошових коштів за невідвантажену металопродукцію зг.листа №1807/6-Л від 18.07.2025. У сумi 308.33 грн.. ПДВ - 20 % 61.67 грн.;370.00
21.07.2025;дог 825174  вiд 15.09.03   о/р 825174 за послуги звязку у т.ч. ПДВ- 627.45 грн;4000.00
21.07.2025;РАХ 418  ЗА НАВЧАННЯ. Без ПДВ.;1800.00
21.07.2025;Оплата згiдно  ДОГ. № 2/Тр  вiд 27.03.23 р.  за труби У сумi 275000.00 грн.. ПДВ - 20 % 55000.00 грн.;330000.00
18.07.2025;Оплата за виконня робіт зг.дог.№20250611-02 від 11.06.2025;14448.00
18.07.2025;Повернення грошових коштів за невідвантажену металопродукцію зг.листа №24015-1 від 24.01.25. У сумi 266.67 грн.. ПДВ - 20 % 53.33 грн.;320.00
18.07.2025;101 вiйськовий збiр  iз відпускних за липень 2025р;1203.99
18.07.2025;101 ЄСВ 22% із відпускних за липень 2025р.;5297.54
18.07.2025;101 ПДФО  із відпускних за липень 2025р;1864.98
18.07.2025;101 ПДФО  із відпускних за липень 2025р;2469.36
18.07.2025;СПЛАТА ЗА ПММ ЗГ. УГОДИ ПК-00142 ВIД 21.09.2023. У сумi 15000.00 грн.. ПДВ - 20 % 3000.00 грн.;18000.00
18.07.2025;Оплата згiдно  ДОГ. № 2/Тр  вiд 27.03.23 р.  за труби У сумi 2416666.67 грн.. ПДВ - 20 % 483333.33 грн.;2900000.00
18.07.2025;Повернення грошових коштів за невідвантажену металопродукцію зг.листа №58265 від 16.07.2025.У сумi 1584.58 грн.. ПДВ - 20 % 316.92 грн.;1901.50
17.07.2025;РАХ 08-0/18631 ВIД 20.06.25 ЗА ПОВIРКУ. У сумi 1840.80 грн.. ПДВ - 20 % 368.16 грн.;2208.96
16.07.2025;РАХ .№005011951  ВIД 14.07.25 ЗА ПЕРЕВЕЗЕННЯ. У сумi 4610.00 грн.. ПДВ - 20 % 922.00 грн.;5532.00
16.07.2025;РАХ-ФАКТ 41-000000000029 ВIД 30.06.25  КОМПЕНСАЦIЯ ЗА ПРИЙМАННЯ ВОДИ. У сумi 21.60 грн.. ПДВ - 20 % 4.32 грн.;25.92
16.07.2025;РАХ 20250704  ВIД 04.07.25  ЗА НАФТОПРОДУКТИ. У сумi 8333.33 грн.. ПДВ - 20 % 1666.67 грн.;10000.00
15.07.2025;101 податок на нерухоме майно. вiдмiнне вiд зем. дiлянки за 2 кв-л 2025;38316.00
15.07.2025;101 оренда землi за   червень  2025;83740.37
15.07.2025;101 оренда землi за червень 2025;42706.47
15.07.2025;101 податок на нерухоме майно вiдмiн. вiд зем. дiлянки за 2 кв-л 2025;8786.00
15.07.2025;Оплата згiдно  ДОГ. № 2/Тр  вiд 27.03.23 р.  за труби У сумi 58333.33 грн.. ПДВ - 20 % 11666.67 грн.;70000.00
15.07.2025;РАХ 379 ВIД 14.07.25  ДОГ №0101/601-606 ВIД 01.01.2022 ЗА НАГЛЯД АВТОМОБІЛЯ ЗА  ЛИПЕНЬ 2025;10000.00
15.07.2025;РАХ 377 ВIД 14.07.25  ДОГ №0101/601-606 ВIД 01.01.2022 ЗА ОБСЛУГОВУВАННЯ БУДИНКУ ЗА ЧЕРВЕНЬ 2025;66286.67
15.07.2025;РАХ 383 ВIД 14.07.25  ДОГ №0101/БА-Ж ВIД 01.01.2022 ЗА ОБСЛУГОВУВАННЯ БОКСУ Ж  ЗА ЧЕРВЕНЬ 2025;1469.52
15.07.2025;РАХ 380 ВIД 14.07.25  ДОГ №0101/БА-Е ВIД 01.01.2022 ЗА ОБСЛУГОВУВАННЯ БОКСУ Е  ЗА ЧЕРВЕНЬ 2025;1469.52
15.07.2025;РАХ 380 ВIД 14.07.25  ДОГ №0101/БА-Г ВIД 01.01.2022 ЗА ОБСЛУГОВУВАННЯ БОКСУ Г  ЗА ЧЕРВЕНЬ 2025;1469.52
15.07.2025;РАХ 381 ВIД 14.07.25  ДОГ №0101/БА-Д ВIД 01.01.2022 ЗА ОБСЛУГОВУВАННЯ БОКСУ Д  ЗА ЧЕРВЕНЬ 2025;1469.52
15.07.2025;РАХ 378 ВIД 14.07.25  ДОГ №0101/701-704 ВIД 01.01.2022 ЗА ОБСЛУГОВУВАННЯ БУДИНКУ ЗА ЧЕРВЕНЬ 2025;38388.75
15.07.2025;Оплата згiдно  ДОГ. № 2/Тр  вiд 27.03.23 р.  за труби У сумi 25000.00 грн.. ПДВ - 20 % 5000.00 грн.;30000.00
14.07.2025;Оплата за активну електроенергію за липень 2025;28749.20
14.07.2025;Оплата за активну електроенергію за серпень 2025. зг.дог. від 01.08.24. о/р 777052119195. зг.рах.№777052119195/8/1/П1 від 10.07.25. У сумi 13541.98 грн.. ПДВ - 20 % 2708.39 грн.;16250.37
14.07.2025;Оплата за активну електроенергію за серпень 2025;4356.70
14.07.2025;РАХ 091432  ВIД 30.06.25 ЗА АБОНОБСЛУГОВАННЯ. У сумi 31.88 грн.. ПДВ - 20 % 6.38 грн.;38.26
14.07.2025;РАХ 091302  ВIД 30.05.25 ЗА АБОНОБСЛУГОВАННЯ. У СУМI 31.88 ГРН.. ПДВ - 20 % 6.38 ГРН.;38.26
11.07.2025;101 ПДФО  із відпускних за липень 2025р;7133.40
11.07.2025;101 ЄСВ  8.41%   із відпускних за липень 2025р.;860.22
11.07.2025;101 вiйськовий збiр  iз відпускних за липень 2025р;1981.50
11.07.2025;101 ЄСВ 22% із відпускних за липень 2025р.;6468.32
11.07.2025;РАХ 94  ВIД 11.07.25 ЗА РЕМОНТ. Без ПДВ.;4060.00
11.07.2025;Оплата за гідроштовхач зг.рах.№486 від 11.07.2025р..У сумi 6000.00 грн.. ПДВ - 20 % 1200.00 грн.;7200.00
11.07.2025;Оплата за трансол зг.рах.і№321 від 11.07.2025. У сумi 1666.67 грн.. ПДВ - 20 % 333.33 грн.;2000.00
10.07.2025;оплата за запчастини зг.рах.№181 від 10.07.25.Без ПДВ.;8590.00
10.07.2025;РАХ 93  ВIД 10.07.25 ЗА РЕМОНТ. Без ПДВ.;12604.00
10.07.2025;РАХ 6553ВIД 10.07.25 Р. ЗА ГАЗ СКРАПЛЕНИЙ. У сумi 13791.67 грн.. ПДВ - 20 % 2758.33 грн.;16550.00
10.07.2025;РАХ.002615/0625РР ВIД 30.06.25  ПЕРЕТОКИ РЕАКТ. Е/Е. У сумi 3201.59 грн.. ПДВ - 20 % 640.32 грн.;3841.91
10.07.2025;РАХ 2615/ДЗ ВIД 01.07.25 ДИСТАНЦ. ЗЧИТУВАННЯ ДАНИХ. У СУМI 542.50 ГРН.. ПДВ - 20 % 108.50 ГРН.;651.00
10.07.2025;Оплата згiдно  ДОГ. № 2/Тр  вiд 27.03.23 р.  за труби У сумi 408333.33 грн.. ПДВ - 20 % 81666.67 грн.;490000.00
09.07.2025;Оплата згiдно  ДОГ. № 2/Тр  вiд 27.03.23 р.  за труби У сумi 37500.00 грн.. ПДВ - 20 % 7500.00 грн.;45000.00
09.07.2025;Оплата згiдно  ДОГ. № 2/Тр  вiд 27.03.23 р.  за труби У сумi 50000.00 грн.. ПДВ - 20 % 10000.00 грн.;60000.00
09.07.2025;Оплата за оренду по дог. №1-А от 01.04.2017. У сумi 386666.67 грн.. ПДВ - 20 % 77333.33 грн.;464000.00
09.07.2025;Оплата згiдно  ДОГ. № 2/Тр  вiд 27.03.23 р.  за труби У сумi 1241666.67 грн.. ПДВ - 20 % 248333.33 грн.;1490000.00
08.07.2025;101 ПДФО лікарняні за  червень 2025р.;1279.80
08.07.2025;101 ЄСВ 22% iз допомоги по тимчасовiй непрацездатностi за  червень  2025р.;2433.20
08.07.2025;101 вiйськовий збiр  лікарняні за  червень 2025р.;355.50
08.07.2025;101 ПДФО лікарняні за  червень 2025р.;711.00
08.07.2025;101 вiйськовий збiр  лікарняні за  червень 2025р.;197.50
08.07.2025;РАХ-ФАКТ 01-07 ВIД 01.07.25 ЗА ПОСЛУГИ ОРЕНДИ. У СУМI 49583.33 ГРН.. ПДВ - 20 % 9916.67 ГРН.;59500.00
08.07.2025;ОПЛАТА ЗА   ЕЛЕКТРОННI КОМУНIКАЦIЙНI ПОСЛУГИ ПО ДОГОВОРУ 205596895 ЗГIДНО З МIСЯЧНИМ РАХУНКОМ ВIД 30.06.2025;6502.00
08.07.2025;Оплата згiдно  ДОГ. № 2/Тр  вiд 27.03.23 р.  за труби У сумi 40000.00 грн.. ПДВ - 20 % 8000.00 грн.;48000.00
08.07.2025;Оплата за метрологічне забеспечення та ТО анемометра зг.рах.№350 від 07.07.2025р. У сумi 8625.00 грн.. ПДВ - 20 % 1725.00 грн.;10350.00
08.07.2025;РАХ  № 0000-000735  ВIД 01.07.25 ЗА ОРЕНДУ ВАГОНЧИКА за липень 2025р У сумi 3100.00 грн.. ПДВ - 20 % 620.00 грн.;3720.00
08.07.2025;Оплата за послуги підбору кадрів зг.рах.№32 від 07.07.2025р.У сумi 38250.00 грн.. ПДВ - 20 % 7650.00 грн.;45900.00
08.07.2025;Оплата згiдно  ДОГ. № 2/Тр  вiд 27.03.23 р.  за труби У сумi 508333.33 грн.. ПДВ - 20 % 101666.67 грн.;610000.00
08.07.2025;Оплата за оренду по дог. №1-А от 01.04.2017. У сумi 325000.00 грн.. ПДВ - 20 % 65000.00 грн.;390000.00
07.07.2025;Повернення грошових коштів  за невівантажену металопродукцію зг.листа №0707-16 від 07.07.2025. сумi 1047.92 грн.. ПДВ - 20 % 209.59 грн.;1257.51
07.07.2025;Повернення грошових  коштів за невідвантажену металопродукцію  зг.листа №04-7/07 від 04.07.2025.сумi 16681.25 грн.. ПДВ - 20 % 3336.25 грн.;20017.50
07.07.2025;РАХ 7 ВIД  04.07.25 ЗА НАВЧАННЯ. БЕЗ ПДВ.;980.00
07.07.2025;295405116531 ОПЛАТА ЗА  НАДАНI ПОСЛУГИ ЗГ З РАХ. 3302131319 ВIД 30.06.25. У Т.Ч. ПДВ - 81.57 ГРН.;520.00
07.07.2025;ЕЛЕКТРОН. КОМУНIКАЦ.  ПОСЛУГИ ДОГ. Q-TVK2330  ВIД 01.09.24. У сумi 576.38 грн.. ПДВ - 20 % 115.27 грн.;691.65
07.07.2025;ЛIЦЕНЗIЙНА ПЛАТА ЗА ПРАВО КОРИСТУВАННЯ ПЗ ЗГIДНО ДОГОВОРУ №S-XPR2135 У сумi 1941.67 грн.. ПДВ - 20 % 388.33 грн.;2330.00
07.07.2025;дог 825174  вiд 15.09.03   о/р 825174 за послуги звязку у т.ч. ПДВ- 627.45 грн;4000.00
07.07.2025;101 ПДФО  із заробітної плати за другу половину червня 2025р;180227.39
07.07.2025;101 вiйськовий збiр  із заробітної плати за другу половину   червня 2025р;342916.65
07.07.2025;101 ПДФО  із заробітної плати за другу половину  червня 2025р;1056901.44
07.07.2025;101 ПДФО iз заробiтної плати за другу половину   червня 2025р;2489.14
07.07.2025;101 ЄСВ 22%  із заробітної плати за другу половину  червня 2025р;381380.11
07.07.2025;Оплата згiдно  ДОГ. № 2/Тр  вiд 27.03.23 р.  за труби У сумi 1125000.00 грн.. ПДВ - 20 % 225000.00 грн.;1350000.00
04.07.2025;Повернення грошових коштiв зг. акту звірки №1207 від 04.07.25. У сумi 296.67 грн.. ПДВ - 20 % 59.33 грн.;356.00
04.07.2025;Повернення грошових коштiв за невiдвантажену металопродукцiю зг.  дог 70  вiд 01.01.17. У сумi 8233.94 грн.. ПДВ - 20 % 1646.79 грн.;9880.73
04.07.2025;Утримання по постановi ВП №78408147 вiд 19.06.2025;3159.79
04.07.2025;Утримання по постановi ВП №78408147 вiд 19.06.2025;3029.50
04.07.2025;Утримання по постановi ВП №78391388 вiд 19.06.2025;3159.79
04.07.2025;Утримання по постановi ВП №78391388 вiд 19.06.2025;3029.50
04.07.2025;Оплата згiдно  ДОГ. № 2/Тр  вiд 27.03.23 р.  за труби У сумi 458333.33 грн.. ПДВ - 20 % 91666.67 грн.;550000.00
04.07.2025;101 вiйськовий збiр  iз заробiтної плати за липень 2025р;1716.89
04.07.2025;101 ЄСВ 22%  iз заробiтної плати за липень 2025р;7554.32
04.07.2025;101 ПДФО  iз заробiтної плати за   липень 2025р;6180.81
04.07.2025;101 вiйськовий збiр вiдпускнi  за липень 2025р;1740.09
04.07.2025;101 ПДФО  вiдпускнi  за  липень 2025р;6264.35
04.07.2025;101 ЄСВ  22 %  вiдпускнi за липень 2025р;7656.42
04.07.2025;РАХ 149  ВIД 03.07.25 ЗА КОНСУЛЬТУВАННЯ. БЕЗ ПДВ.;103860.90
04.07.2025;забеспеч. перет. реакт е/е рах 30250100517395 за 06/25 к/р 110000024596. У сумi 1988.16 грн.. ПДВ - 20 % 397.63 грн.;2385.79
04.07.2025;РАХ 5359/62025;2055.00
04.07.2025;РАХ 20250704  ВIД 04.07.25  ЗА НАФТОПРОДУКТИ. У сумi 4166.67 грн.. ПДВ - 20 % 833.33 грн.;5000.00
04.07.2025;ОПЛАТА ЗА  ПАЛИВНО-МАСТИЛЬНI МАТЕРIАЛИ ЗГIДНО ДОГОВОРУ ПОСТАВКИ №040407-251223-ПГ-190 ВIД 25.12.2023Р. IД РАХУНКУ 128905015. 128905023  У сумi 5833.33 грн.. ПДВ - 20 % 1166.67 грн.;7000.00
04.07.2025;РАХ-ФАКТ 3700116893  ВIД 04.07.25 ЗА ВОДУ.  У СУМI 500.00 ГРН.. ПДВ - 20 % 100.00 ГРН.;600.00
04.07.2025;Оплата по дог №7 от 11.11.15 г. за металлопродукцию. У сумi 18333.33 грн.. ПДВ - 20 % 3666.67 грн.;22000.00
04.07.2025;акт-рах 64460  від 26.06.25 за водовідведення. У сумi 137.52 грн.. ПДВ - 20 % 27.50 грн.;165.02
04.07.2025;РАХ 897221 ВIД 30.06.25 ЗА ВОДОПОСТАЧАННЯ. У сумi 391.92 грн.. ПДВ - 20 % 78.38 грн.;470.30
04.07.2025;РАХ 897221 ВIД 30.06.25 ЗА  АБОН. ОБСЛУГОВАННЯ. У сумi 14.74 грн.. ПДВ - 20 % 2.95 грн.;17.69
03.07.2025;Оплата згiдно  ДОГ. № 2/Тр  вiд 27.03.23 р.  за труби У сумi 41666.67 грн.. ПДВ - 20 % 8333.33 грн.;50000.00
03.07.2025;РАХ-ФАКТ 157  ВIД 03.07.25 ЗА ЗА ЗАПРАВКУ. БЕЗ ПДВ.;23490.00
03.07.2025;РАХ 275 ВIД  01.07.25 ЗА ТРАНСП.-ЕКСПЕД. ПОСЛУГИ. БЕЗ ПДВ.;40000.00
03.07.2025;101 вiйськовий збiр вiдпускнi  за липень 2025р;4568.28
03.07.2025;101 ПДФО  вiдпускнi  за  липень 2025р;9826.05
03.07.2025;101 ПДФО  відпускні  за  липень 2025;6619.74
03.07.2025;101 ЄСВ  22 %  вiдпускнi за липень 2025р;17860.09
03.07.2025;101 ЄСВ  8.41%  вiдпускнi за липень 2025р;856.42
03.07.2025;РАХ 324 ВIД 02.07.2025;65964.00
03.07.2025;Оплата згiдно  ДОГ. № 2/Тр  вiд 27.03.23 р.  за труби У сумi 83333.33 грн.. ПДВ - 20 % 16666.67 грн.;100000.00
02.07.2025;рах 322 від 02.07.25 за проведення вимірів.У сумi 13185.00 грн.. ПДВ - 20 % 2637.00 грн.;15822.00
02.07.2025;РАХ 2650 ВIД 01.07.25 ЗА ПОСЛУГИ ОХОРОНИ. У СУМI 291.67 ГРН.. ПДВ - 20 % 58.33 ГРН.;350.00
02.07.2025;РАХ-ФАКТ 11- 0006016 ВIД 01.07.25  ЗА ПОСЛУГИ ОХОРОНИ.  У сумi 833.24 грн.. ПДВ - 20 % 166.65 грн.;999.89
02.07.2025;РАХ-ФАКТ 11- 0006017 ВIД 01.07.25  ЗА ПОСЛУГИ ОХОРОНИ. У сумi 208.33 грн.. ПДВ - 20 % 41.67 грн.;250.00
02.07.2025;Оплата згiдно  ДОГ. № 2/Тр  вiд 27.03.23 р.  за труби У сумi 833333.33 грн.. ПДВ - 20 % 166666.67 грн.;1000000.00
01.07.2025;РАХ-ФАКТ 18370 ВIД  01.07.25 ЗА  ПАПIР.  У СУМI 6875.00 ГРН.. ПДВ - 20 % 1375.00 ГРН.;8250.00
01.07.2025;95960025.1000054489  за считування  данних.У сумi 232.71 грн.. ПДВ - 20 % 46.54 грн.;279.25
01.07.2025;рах 855 від 01.07.25  за абонплату. У сумi 1708.33 грн.. ПДВ - 20 % 341.67 грн.;2050.00
01.07.2025;Повернення грошових коштiв за невiдвантажену металопродукцiю зг.  дог 479  вiд 01.11.17. У сумi 1015.83 грн.. ПДВ - 20 % 203.17 грн.;1219.00
01.07.2025;Повернення грошових коштiв за невiдвантажену металопродукцiю зг.  дог 256 вiд 01.05.19. У сумi 638.33 грн.. ПДВ - 20 % 127.67 грн.;766.00
01.07.2025;101 вiйськовий збiр  лікарняні за  червень 2025р.;287.39
01.07.2025;101 ПДФО лікарняні за  червень 2025р.;1034.60
01.07.2025;101 ЄСВ 8.41%  лікарняні за  червень  2025р.;1264.52
01.07.2025;виплата лікарняних  за червень 2025;4425.81
01.07.2025;101 вiйськовий збiр iз допомоги по тимчасовiй непрацездатностi за  червень 2025р.;57.48
01.07.2025;101 ЄСВ 8.41% iз допомоги по тимчасовiй непрацездатностi за  червень  2025р.;252.90
01.07.2025;101 ПДФО iз допомоги по тимчасовiй непрацездатностi за  червень 2025р.;206.92
01.07.2025;виплата лікарняних за рахунок ПФУ за червень 2025;885.16
01.07.2025;РАХ-ФАКТ N РБ 0095-00063 від 30.06.25 за телефон. У сумi 1832.50 грн.. ПДВ - 20 % 366.50 грн.;2199.00
